Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Reinforcement Learning Specialization,Master the Concepts of Reinforcement Learning. Implement a complete RL solution and understand how to apply AI tools to solve real-world problems.,https://www.coursera.org/specializations/reinforcement-learning,Data Science,Machine Learning,"Artificial Intelligence (AI), Machine Learning, Reinforcement Learning, Function Approximation, Intelligent Systems, ",4.8,2965,3360,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.000178317,0
Accelerated Computer Science Fundamentals Specialization,Data Structures and Algorithms in C++. Learn fundamentals of computer science while implementing efficient data structures in C++.,https://www.coursera.org/specializations/cs-fundamentals,Computer Science,Algorithms,"Run-time Analysis, Algorithms, Hash Table, Trees (Data Structures), Object-Oriented Programming (OOP), ",4.7,2340,2016,2,"computer science, algorithms","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001407291,2
Digital Marketing Specialization,"Drive Customer Behavior Online. A six-course overview of the latest digital marketing skills, taught by industry experts.",https://www.coursera.org/specializations/digital-marketing,Business,Marketing,"Digital Marketing, Marketing, Pricing Strategies, Marketing Mix, Product Strategies, Data Collection, Analytics, Data Analysis, Data Visualization (DataViz), Marketing Analytics, Marketing Performance, Marketing Channel, ",4.6,16501,5376,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.000992381,3
DevOps on AWS Specialization,Launch your career in DevOps. Master DevOps methodologies and AWS services to deliver faster and more reliable updates to your customers,https://www.coursera.org/specializations/aws-devops,Computer Science,Software Development,"Continuous Integration, Devops, Monitoring and Logging, Continuous Delivery, Microservices, AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, Test Automation, AWS cloud, ",4.7,811,2016,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",4.87741e-05,2
Generative Adversarial Networks (GANs) Specialization,Break into the GANs space. Master cutting-edge GANs techniques through three hands-on courses!,https://www.coursera.org/specializations/generative-adversarial-networks-gans,Data Science,Machine Learning,"Generator, Image-to-Image Translation, glossary of computer graphics, Discriminator, Generative Adversarial Networks, Controllable Generation, WGANs, Conditional Generation, Components of GANs, DCGANs, Bias in GANs, StyleGANs, ",4.7,1902,2016,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.0001143875,0
Data Visualization with Tableau Specialization,Visualize Business Data with Tableau. Create powerful business intelligence reports,https://www.coursera.org/specializations/data-visualization,Data Science,Data Analysis,"Storyboarding, Map, Tableau Software, Data Visualization (DataViz), Data Virtualization, Visualization (Computer Graphics), Data Analysis, Visual Analytics, Interactive Visualization, ",4.5,6556,4032,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0003942821,0
Certified in Cybersecurity Specialization,Advance Your IT Career with Cybersecurity Skills. Gain Flexibility with Self-Paced Learning,https://www.coursera.org/specializations/certified-in-cybersecurity,Information Technology,Security,"Cybersecurity, Network Security, security principles, Risk, Information Assurance, security, governance, Computer Security Incident Management, Business Continuity, Disaster Recovery, Logical Controls, administrative controls, ",4.6,114,5376,2,"information technology, security","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]",6.856e-06,3
Business Strategy Specialization,Steer Your Business to Success. Generate value and demonstrate global impact in four courses. ,https://www.coursera.org/specializations/business-strategy,Business,Business Strategy,"Strategic Analysis, Strategic Management, Strategic Thinking, Business Strategy, Capabilities Analysis, Competitive Position, Industry Structure, business competition, Mergers And Acquisitions (M&A), innovation strategy, growth strategy, Strategy Implementation, ",4.8,2524,4032,2,"business, business strategy","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",0.000151795,3
Applied Data Science with Python Specialization,"Gain new insights into your data  . Learn to apply data science methods and techniques, and acquire analysis skills.",https://www.coursera.org/specializations/data-science-python,Data Science,Data Analysis,"Text Mining, Python Programming, Pandas, Matplotlib, Numpy, Data Cleansing, Data Virtualization, Data Visualization (DataViz), Machine Learning (ML) Algorithms, Machine Learning, Scikit-Learn, Natural Language Toolkit (NLTK), ",4.5,25522,3360,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0015349098,0
Human Resource Management: HR for People Managers Specialization,"Become a better manager of people. Develop strategies and skills for hiring, managing performance, and rewarding employees.",https://www.coursera.org/specializations/human-resource-management,Business,Business Strategy,"Performance Management, interviewing, Human Resources (HR), Onboarding, managing people, Resource Management, Hr Strategy, Recruiting, Recruitment, Performance Appraisal, Organizational Culture, Incentive, ",4.8,10827,4032,2,"business, business strategy","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",0.0006511429,3
Achieving Personal and Professional Success Specialization,"Learn How to Maximize Your Potential. Define Success, Communicate Effectively, and Use Influence to Accomplish Personal and Career Goals ",https://www.coursera.org/specializations/wharton-success,Personal Development,Personal Development,"goal setting, Happiness, Personality Development, Personal Development, Communication, Negotiation, Deception, ",4.7,2296,2688,2,"personal development, personal development","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001380829,3
Regulatory Compliance Specialization,Learn to create a culture of compliance. Master the strategies for building an effective compliance program to manage risk,https://www.coursera.org/specializations/regulatory-compliance,Business,Business Essentials,"Risk Management, Business Strategy, Compliance, Human Resources Management, Brand Management, Strategic Planning, Management, Organizational Behavior, Information Privacy, Data Management, Privacy Compliance, Operations Management, ",4.8,1789,2688,2,"business, business essentials","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]",0.0001075916,3
"TESOL Certificate, Part 1: Teach English Now! Specialization","TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as a Second Language teaching.",https://www.coursera.org/specializations/tesol,Language Learning,Learning English,"Education, Online Learning, ",4.9,9201,4032,2,"language learning, learning english","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]",0.0005533542,3
Financial Engineering and Risk Management Specialization,Advance Your Knowledge in Financial Engineering . Build the fundamentals and technical skills in financial engineering,https://www.coursera.org/specializations/financialengineering,Business,Finance,"Quantitative Analysis, Asset Allocation, Algorithmic Trading, Portfolio Optimization, Mathematical Finance, Derivatives, Swaps and options, Fixed Income, Binomial Distribution, black scholes model, model calibration, modeling and pricing Credit Default Swaps, ",4.5,145,4704,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.7204e-06,3
UI / UX Design Specialization,"Design High-Impact User Experiences. Research, design, and prototype effective, visually-driven websites and apps. ",https://www.coursera.org/specializations/ui-ux-design,Arts and Humanities,Music and Art,"Website Wireframe, strategy, User Interface Design (UI Design), User Experience (UX), User Research, Graphic Design, Adobe XD, Adobe Illustrator, InVision, Marvel, Adobe Indesign, Treejack, ",4.7,6349,2688,2,"arts and humanities, music and art","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",0.000381833,3
"Product Ideation, Design, and Management Specialization","Learn to discover, design, and deliver products that customers love.",https://www.coursera.org/specializations/product-ideation-design-and-management,Business,Marketing,"Product Development, Ideation, Product Management, product design, Innovation, Market Analysis, Entrepreneurship, Competitive Analysis, Customer Development, Marketing, Leadership, User Experience (UX), ",4.5,237,3360,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.42533e-05,3
Financial Analysis - Skills for Success Specialization,Prepare for a career in financial analysis. Gain a wholistic understanding of organizational finance and apply an analytical mindset toward financial statement analysis and organizational decision-making.,https://www.coursera.org/specializations/financial-analysis-skills-for-success,Business,Finance,"Accounting, Scenario Analysis, financial statement analysis, Strategic Management, Finance, Risk, Financial Analysis, Financial Statement, Planning, Decision-Making, Data Analysis, Budget, ",4.6,65,2016,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",3.9091e-06,3
Creative Writing Specialization,Craft Your Story Like the Great Writers. Craft an original story that will absorb a reader’s interest from the beginning to end.,https://www.coursera.org/specializations/creative-writing,Arts and Humanities,Music and Art,"Short Story Writing, Fiction Writing, Creativity, Copy Editing, ",4.7,4819,4032,2,"arts and humanities, music and art","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",0.0002898178,3
Data Structures and Algorithms Specialization,"Master Algorithmic Programming Techniques. Advance your Software Engineering or Data Science Career by Learning Algorithms through Programming and Puzzle Solving. Ace coding interviews by implementing each algorithmic challenge in this Specialization. Apply the newly-learned algorithmic techniques to real-life problems, such as analyzing a huge social network or sequencing a genome of a deadly pathogen. ",https://www.coursera.org/specializations/data-structures-algorithms,Computer Science,Algorithms,"Debugging, Software Testing, Algorithms, Data Structure, Computer Programming, Dynamic Programming, Binary Search Tree, Priority Queue, Hash Table, Stack (Abstract Data Type), List, Graph Theory, ",4.6,12782,5376,2,"computer science, algorithms","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0007687179,2
Software Product Management Specialization,Create Better Software using Agile Practices. Master Agile development and effective interactions to drive the making of great software products,https://www.coursera.org/specializations/product-management,Computer Science,Design and Product,"Software Requirements, Product Management, Scrum, agile, Project Management, Agile Software Development, Software Product Management, Software Project Management, Lean Software Development, Software Development Process, Scrum (Software Development), User Story, ",4.7,8428,4032,2,"computer science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]",0.0005068654,2
Foundations of Management Specialization,Boost Your Career with New Business Knowledge . Master Business Management Fundamentals,https://www.coursera.org/specializations/foundations-management,Business,Leadership and Management,"Accounting, Leadership, Finance, Marketing, Financial Accounting, Financial Statement, Balance Sheet, Dupont Analysis, Management Accounting, Business Analysis, Management Styles, Management, ",4.7,1801,4032,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.0001083133,3
Genomic Data Science Specialization,Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of the sequencing data revolution.,https://www.coursera.org/specializations/genomic-data-science,Data Science,Data Analysis,"Bioinformatics, Statistics, Data Science, Computational Biology, Biopython, Python Programming, Genomics, Bioinformatics Algorithms, Algorithms, Algorithms On Strings, Samtools, Unix, ",4.4,5102,4032,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0003068376,0
Methods and Statistics in Social Sciences Specialization,"Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid research and do appropriate data analysis.",https://www.coursera.org/specializations/social-science,Social Sciences,Governance and Society,"Statistics, Statistical Inference, R Programming, Qualitative Research, Confidence Interval, Statistical Hypothesis Testing, Regression Analysis, Analysis Of Variance (ANOVA), ",4.6,3953,6720,2,"social sciences, governance and society","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]",0.000237736,3
"NoSQL, Big Data, and Spark Foundations Specialization","Springboard your Big Data career. Master fundamentals of NoSQL, Big Data, and Apache Spark with hands-on job-ready skills in machine learning and data engineering. ",https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,Information Technology,Data Management,"Apache Hadoop, Mongodb, Big Data, Apache Spark, NoSQL Databases, NoSQL, Cloud Database, Cloudant, Cassandra, SparkSQL, SparkML, ",4.3,102,2688,2,"information technology, data management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",6.1343e-06,3
TensorFlow: Advanced Techniques Specialization,Expand your skill set and master TensorFlow. Customize your machine learning models through four hands-on courses! ,https://www.coursera.org/specializations/tensorflow-advanced-techniques,Data Science,Machine Learning,"Model Interpretability, Custom Training Loops, Custom and Exotic Models, Generative Machine Learning, Object Detection, Functional API, Custom Layers, Custom and Exotic Models with Functional API, Custom Loss Functions, Distribution Strategies, Basic Tensor Functionality, GradientTape for Optimization, ",4.8,1157,3360,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",6.95827e-05,0
"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Data Engineering on Google Cloud. Launch your career in Data Engineering. Deliver business value with big data and machine learning.,https://www.coursera.org/specializations/gcp-data-machine-learning,Data Science,Machine Learning,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing, ",4.6,12174,2688,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.0007321523,0
